event_id,date_of_event,country,Place,Orchestra,program,conductor
940,1980-11-13,Japan,Tokyo,Vienna Philharmonic,Strauß 257,Lorin Maazel
940,1980-11-13,Japan,Tokyo,Vienna Philharmonic,Strauß 316,Lorin Maazel
940,1980-11-13,Japan,Tokyo,Vienna Philharmonic,Strauß 324,Lorin Maazel
940,1980-11-13,Japan,Tokyo,Vienna Philharmonic,Strauß 362,Lorin Maazel
940,1980-11-13,Japan,Tokyo,Vienna Philharmonic,Strauß 378,Lorin Maazel
940,1980-11-13,Japan,Tokyo,Vienna Philharmonic,Strauß Piz,Lorin Maazel
941,1980-11-14,Japan,Sapporo,Vienna Philharmonic,Bee 67,Lorin Maazel
941,1980-11-14,Japan,Sapporo,Vienna Philharmonic,Bee 68,Lorin Maazel
942,1980-11-15,Japan,Tokyo,Vienna Philharmonic,Bee 67,Lorin Maazel
942,1980-11-15,Japan,Tokyo,Vienna Philharmonic,Bee 68,Lorin Maazel
943,1980-11-16,Japan,Chiba,Vienna Philharmonic,Bee 67,Lorin Maazel
943,1980-11-16,Japan,Chiba,Vienna Philharmonic,Bee 68,Lorin Maazel
944,1981-02-25,Germany,Munich,Vienna Philharmonic,Bern 3,Leonard Bernstein
944,1981-02-25,Germany,Munich,Vienna Philharmonic,Bra 90,Leonard Bernstein
945,1981-04-25,Mexico,Guanajuato,Vienna Philharmonic,Bee 92,Carlos Kleiber
945,1981-04-25,Mexico,Guanajuato,Vienna Philharmonic,Schb 200,Carlos Kleiber
945,1981-04-25,Mexico,Guanajuato,Vienna Philharmonic,Web 77,Carlos Kleiber
946,1981-04-27,Mexico,Guanajuato,Vienna Philharmonic,Bee 62,Carlos Kleiber
946,1981-04-27,Mexico,Guanajuato,Vienna Philharmonic,Bee 67,Carlos Kleiber
946,1981-04-27,Mexico,Guanajuato,Vienna Philharmonic,Moz 319,Carlos Kleiber
947,1981-04-28,Mexico,Mexico City,Vienna Philharmonic,Bee 92,Carlos Kleiber
947,1981-04-28,Mexico,Mexico City,Vienna Philharmonic,Schb 200,Carlos Kleiber
947,1981-04-28,Mexico,Mexico City,Vienna Philharmonic,Web 77,Carlos Kleiber
948,1981-04-29,Mexico,Mexico City,Vienna Philharmonic,Bee 62,Carlos Kleiber
948,1981-04-29,Mexico,Mexico City,Vienna Philharmonic,Bee 67,Carlos Kleiber
948,1981-04-29,Mexico,Mexico City,Vienna Philharmonic,Moz 319,Carlos Kleiber
949,1981-04-30,Mexico,Mexico City,Vienna Philharmonic,Bee 92,Carlos Kleiber
949,1981-04-30,Mexico,Mexico City,Vienna Philharmonic,Schb 200,Carlos Kleiber
949,1981-04-30,Mexico,Mexico City,Vienna Philharmonic,Web 77,Carlos Kleiber
950,1981-09-03,Germany,Frankfurt,Vienna Philharmonic,Dvo 95,Lorin Maazel
950,1981-09-03,Germany,Frankfurt,Vienna Philharmonic,Moz 385,Lorin Maazel
950,1981-09-03,Germany,Frankfurt,Vienna Philharmonic,Str 24,Lorin Maazel
951,1981-09-05,Germany,Frankfurt,Vienna Philharmonic,Bra 73,Lorin Maazel
951,1981-09-05,Germany,Frankfurt,Vienna Philharmonic,Men 56,Lorin Maazel
952,1981-09-07,Switzerland,Lucerne,Vienna Philharmonic,Dvo 95,Lorin Maazel
952,1981-09-07,Switzerland,Lucerne,Vienna Philharmonic,Moz 385,Lorin Maazel
952,1981-09-07,Switzerland,Lucerne,Vienna Philharmonic,Str 24,Lorin Maazel
953,1981-09-08,Switzerland,Lucerne,Vienna Philharmonic,Bar KfO,Lorin Maazel
953,1981-09-08,Switzerland,Lucerne,Vienna Philharmonic,Men 56,Lorin Maazel
954,1981-10-13,Germany,Hamburg,Vienna Philharmonic,Bra 68,Leonard Bernstein
954,1981-10-13,Germany,Hamburg,Vienna Philharmonic,Moz 543,Leonard Bernstein
955,1981-10-15,Denmark,Copenhagen,Vienna Philharmonic,Bra 98,Leonard Bernstein
955,1981-10-15,Denmark,Copenhagen,Vienna Philharmonic,Moz 543,Leonard Bernstein
956,1981-10-16,Finland,Helsinki,Vienna Philharmonic,Bra 68,Leonard Bernstein
956,1981-10-16,Finland,Helsinki,Vienna Philharmonic,Moz 453,Leonard Bernstein
957,1981-10-18,Germany,Frankfurt,Vienna Philharmonic,Bra 98,Leonard Bernstein
957,1981-10-18,Germany,Frankfurt,Vienna Philharmonic,Moz 453,Leonard Bernstein
958,1981-10-19,Germany,Stuttgart,Vienna Philharmonic,Bra 98,Leonard Bernstein
958,1981-10-19,Germany,Stuttgart,Vienna Philharmonic,Moz 543,Leonard Bernstein
959,1981-10-21,Germany,Berlin,Vienna Philharmonic,Bra 68,Leonard Bernstein
959,1981-10-21,Germany,Berlin,Vienna Philharmonic,Moz 453,Leonard Bernstein
960,1981-10-22,Germany,Hannover,Vienna Philharmonic,Bra 98,Leonard Bernstein
960,1981-10-22,Germany,Hannover,Vienna Philharmonic,Moz 543,Leonard Bernstein
961,1982-02-15,France,Bordeaux,Vienna Philharmonic,Bee 55,Erich Leinsdorf
961,1982-02-15,France,Bordeaux,Vienna Philharmonic,Moz 550,Erich Leinsdorf
961,1982-02-15,France,Bordeaux,Vienna Philharmonic,Webern 1,Erich Leinsdorf
962,1982-02-16,Germany,Bonn,Vienna Philharmonic,Bee 55,Erich Leinsdorf
962,1982-02-16,Germany,Bonn,Vienna Philharmonic,Moz 550,Erich Leinsdorf
963,1982-02-18,Germany,Munich,Vienna Philharmonic,Bee 55,Erich Leinsdorf
963,1982-02-18,Germany,Munich,Vienna Philharmonic,Moz 550,Erich Leinsdorf
964,1982-02-19,Germany,Heilbronn,Vienna Philharmonic,Bee 55,Erich Leinsdorf
964,1982-02-19,Germany,Heilbronn,Vienna Philharmonic,Moz 550,Erich Leinsdorf
965,1982-02-21,Switzerland,Bern,Vienna Philharmonic,Bee 55,Erich Leinsdorf
965,1982-02-21,Switzerland,Bern,Vienna Philharmonic,Moz 550,Erich Leinsdorf
966,1982-03-08,Great Britain,London,Vienna Philharmonic,Bru 107,Eugen Jochum
966,1982-03-08,Great Britain,London,Vienna Philharmonic,Moz 319,Eugen Jochum
967,1982-03-09,Great Britain,Portsmouth,Vienna Philharmonic,Bee 55,Eugen Jochum
967,1982-03-09,Great Britain,Portsmouth,Vienna Philharmonic,Bee 84,Eugen Jochum
967,1982-03-09,Great Britain,Portsmouth,Vienna Philharmonic,Moz 551,Eugen Jochum
968,1982-03-10,Great Britain,Bristol,Vienna Philharmonic,Bee 55,Eugen Jochum
968,1982-03-10,Great Britain,Bristol,Vienna Philharmonic,Bee 84,Eugen Jochum
968,1982-03-10,Great Britain,Bristol,Vienna Philharmonic,Moz 551,Eugen Jochum
969,1982-03-11,Great Britain,London,Vienna Philharmonic,Bee 55,Eugen Jochum
969,1982-03-11,Great Britain,London,Vienna Philharmonic,Bee 84,Eugen Jochum
969,1982-03-11,Great Britain,London,Vienna Philharmonic,Moz 551,Eugen Jochum
970,1982-09-08,Germany,Munich,Vienna Philharmonic,Bra 102,Leonard Bernstein
970,1982-09-08,Germany,Munich,Vienna Philharmonic,Bra 73,Leonard Bernstein
970,1982-09-08,Germany,Munich,Vienna Philharmonic,Moz 527,Leonard Bernstein
971,1982-09-09,Germany,Berlin,Vienna Philharmonic,Bra 73,Leonard Bernstein
971,1982-09-09,Germany,Berlin,Vienna Philharmonic,Mah 10,Leonard Bernstein
971,1982-09-09,Germany,Berlin,Vienna Philharmonic,Moz 527,Leonard Bernstein
972,1982-09-10,Germany,Berlin,Vienna Philharmonic,Bra 73,Leonard Bernstein
972,1982-09-10,Germany,Berlin,Vienna Philharmonic,Mah 10,Leonard Bernstein
972,1982-09-10,Germany,Berlin,Vienna Philharmonic,Moz 527,Leonard Bernstein
973,1982-10-08,Hungary,Budapest,Vienna Philharmonic,Mah 5,Lorin Maazel
974,1983-01-23,Switzerland,Zürich,Vienna Philharmonic,Mah 4,André Previn
974,1983-01-23,Switzerland,Zürich,Vienna Philharmonic,Moz 543,André Previn
975,1983-03-08,Bulgaria,Sofia,Vienna Philharmonic,Hay 104,Herbert von Karajan
975,1983-03-08,Bulgaria,Sofia,Vienna Philharmonic,Tsch 64,Herbert von Karajan
976,1983-03-09,Bulgaria,Sofia,Vienna Philharmonic,Bra 68,Herbert von Karajan
976,1983-03-09,Bulgaria,Sofia,Vienna Philharmonic,Bra 77,Herbert von Karajan
977,1983-04-20,Japan,Tokyo,Vienna Philharmonic,Bee 55,Lorin Maazel
977,1983-04-20,Japan,Tokyo,Vienna Philharmonic,Bee 93,Lorin Maazel
978,1983-04-21,Japan,Tokyo,Vienna Philharmonic,Mah 5,Lorin Maazel
978,1983-04-21,Japan,Tokyo,Vienna Philharmonic,Schb 485,Lorin Maazel
979,1983-04-22,Japan,Tokyo,Vienna Philharmonic,Bee 62,Lorin Maazel
979,1983-04-22,Japan,Tokyo,Vienna Philharmonic,Bra 56a,Lorin Maazel
979,1983-04-22,Japan,Tokyo,Vienna Philharmonic,Str 40,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Joseph Strauß 184,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Joseph Strauß 266,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Joseph Strauß Frauenherz,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Nic Weiber,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Rez Donna,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Strauß 214,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Strauß 281,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Strauß 335,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Strauß 362/Csardas,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Strauß 410,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Strauß 437,Lorin Maazel
980,1983-04-23,Japan,Tokyo,Vienna Philharmonic,Strauß 449,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Joseph Strauß 184,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Joseph Strauß 266,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Joseph Strauß Frauenherz,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Nic Weiber,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Rez Donna,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Strauß 214,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Strauß 281,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Strauß 335,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Strauß 362/Csardas,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Strauß 410,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Strauß 437,Lorin Maazel
981,1983-04-25,Japan,Osaka,Vienna Philharmonic,Strauß 449,Lorin Maazel
982,1983-04-26,Japan,Nagoya,Vienna Philharmonic,Bee 55,Lorin Maazel
982,1983-04-26,Japan,Nagoya,Vienna Philharmonic,Bee 93,Lorin Maazel
983,1983-04-27,Japan,Hiroshima,Vienna Philharmonic,Bee 55,Lorin Maazel
983,1983-04-27,Japan,Hiroshima,Vienna Philharmonic,Bee 93,Lorin Maazel
984,1983-04-28,Japan,Fukuoka,Vienna Philharmonic,Bee 62,Lorin Maazel
984,1983-04-28,Japan,Fukuoka,Vienna Philharmonic,Bra 56a,Lorin Maazel
984,1983-04-28,Japan,Fukuoka,Vienna Philharmonic,Str 40,Lorin Maazel
985,1983-05-16,Germany,Hamburg,Vienna Philharmonic,Bee 55,Lorin Maazel
985,1983-05-16,Germany,Hamburg,Vienna Philharmonic,Bra 83,Lorin Maazel
986,1983-09-06,Switzerland,Lucerne,Vienna Philharmonic,Moz 551,Lorin Maazel
986,1983-09-06,Switzerland,Lucerne,Vienna Philharmonic,Str 40,Lorin Maazel
987,1983-09-07,Switzerland,Lucerne,Vienna Philharmonic,Str Met,Lorin Maazel
987,1983-09-07,Switzerland,Lucerne,Vienna Philharmonic,Wag 86b/1. Aufzug,Lorin Maazel
988,1983-09-11,Germany,Frankfurt,Vienna Philharmonic,Str Met,Lorin Maazel
988,1983-09-11,Germany,Frankfurt,Vienna Philharmonic,Wag 86b/1. Aufzug,Lorin Maazel
989,1983-09-12,Germany,Bonn,Vienna Philharmonic,Bar Violinkonzert 2,Lorin Maazel
989,1983-09-12,Germany,Bonn,Vienna Philharmonic,Bee 55,Lorin Maazel
990,1983-09-13,Germany,Bonn,Vienna Philharmonic,Bar Violinkonzert 2,Lorin Maazel
990,1983-09-13,Germany,Bonn,Vienna Philharmonic,Bee 55,Lorin Maazel
991,1983-12-13,Great Britain,London,Vienna Philharmonic,Schb 944,Zubin Mehta
991,1983-12-13,Great Britain,London,Vienna Philharmonic,Webern 1,Zubin Mehta
991,1983-12-13,Great Britain,London,Vienna Philharmonic,Webern 21,Zubin Mehta
991,1983-12-13,Great Britain,London,Vienna Philharmonic,Webern 6,Zubin Mehta
992,1983-12-14,Great Britain,London,Vienna Philharmonic,Schm 120,Zubin Mehta
992,1983-12-14,Great Britain,London,Vienna Philharmonic,Schön 5,Zubin Mehta
993,1983-12-15,Germany,Frankfurt,Vienna Philharmonic,Schb 944,Zubin Mehta
993,1983-12-15,Germany,Frankfurt,Vienna Philharmonic,Webern 1,Zubin Mehta
993,1983-12-15,Germany,Frankfurt,Vienna Philharmonic,Webern 21,Zubin Mehta
993,1983-12-15,Germany,Frankfurt,Vienna Philharmonic,Webern 6,Zubin Mehta
994,1984-02-15,United States,Ann Arbor,Vienna Philharmonic,Bra 73,Leonard Bernstein
994,1984-02-15,United States,Ann Arbor,Vienna Philharmonic,Moz 551,Leonard Bernstein
995,1984-02-16,United States,Ann Arbor,Vienna Philharmonic,Hay 92,Leonard Bernstein
995,1984-02-16,United States,Ann Arbor,Vienna Philharmonic,Schm 120,Leonard Bernstein
995,1984-02-16,United States,Ann Arbor,Vienna Philharmonic,Schm 54,Leonard Bernstein
996,1984-02-18,United States,Pasadena,Vienna Philharmonic,Bra 73,Leonard Bernstein
996,1984-02-18,United States,Pasadena,Vienna Philharmonic,Moz 551,Leonard Bernstein
997,1984-02-19,United States,Pasadena,Vienna Philharmonic,Mah 4,Leonard Bernstein
997,1984-02-19,United States,Pasadena,Vienna Philharmonic,Moz 550,Leonard Bernstein
998,1984-02-20,United States,San Francisco,Vienna Philharmonic,Hay 88,Leonard Bernstein
998,1984-02-20,United States,San Francisco,Vienna Philharmonic,Moz 551,Leonard Bernstein
998,1984-02-20,United States,San Francisco,Vienna Philharmonic,Schm 120,Leonard Bernstein
999,1984-02-22,United States,San Francisco,Vienna Philharmonic,Bee 55,Leonard Bernstein
999,1984-02-22,United States,San Francisco,Vienna Philharmonic,Bee 72b,Leonard Bernstein
999,1984-02-22,United States,San Francisco,Vienna Philharmonic,Schm 54,Leonard Bernstein
1000,1984-02-23,United States,Salt Lake City,Vienna Philharmonic,Mah 4,Leonard Bernstein
1000,1984-02-23,United States,Salt Lake City,Vienna Philharmonic,Moz 550,Leonard Bernstein
1001,1984-02-25,United States,Chicago,Vienna Philharmonic,Bra 73,Leonard Bernstein
1001,1984-02-25,United States,Chicago,Vienna Philharmonic,Moz 551,Leonard Bernstein
1002,1984-02-26,United States,Pittsburgh,Vienna Philharmonic,Bee 55,Leonard Bernstein
1002,1984-02-26,United States,Pittsburgh,Vienna Philharmonic,Hay 92,Leonard Bernstein
1003,1984-02-27,United States,Washington,Vienna Philharmonic,Mah 4,Leonard Bernstein
1003,1984-02-27,United States,Washington,Vienna Philharmonic,Moz 550,Leonard Bernstein
1004,1984-02-29,United States,New York,Vienna Philharmonic,Bee 55,Leonard Bernstein
1004,1984-02-29,United States,New York,Vienna Philharmonic,Hay 88,Leonard Bernstein
1005,1984-03-01,United States,New York,Vienna Philharmonic,Mah 4,Leonard Bernstein
1005,1984-03-01,United States,New York,Vienna Philharmonic,Moz 550,Leonard Bernstein
1006,1984-03-02,United States,New York,Vienna Philharmonic,Bra 73,Leonard Bernstein
1006,1984-03-02,United States,New York,Vienna Philharmonic,Moz 551,Leonard Bernstein
1007,1984-08-31,Switzerland,Lucerne,Vienna Philharmonic,Schm 54,Herbert von Karajan
1007,1984-08-31,Switzerland,Lucerne,Vienna Philharmonic,Tsch 74,Herbert von Karajan
1008,1984-09-01,Switzerland,Lucerne,Vienna Philharmonic,Bra 68,Herbert von Karajan
1008,1984-09-01,Switzerland,Lucerne,Vienna Philharmonic,Viv 8,Herbert von Karajan
1009,1984-09-04,Switzerland,Lucerne,Vienna Philharmonic,Bru 107,Claudio Abbado
1009,1984-09-04,Switzerland,Lucerne,Vienna Philharmonic,Moz 504,Claudio Abbado
1010,1984-09-05,Switzerland,Lucerne,Vienna Philharmonic,Bee 60,Claudio Abbado
1010,1984-09-05,Switzerland,Lucerne,Vienna Philharmonic,Schb 944,Claudio Abbado
1011,1984-09-07,Belgium,Brussels,Vienna Philharmonic,Bru 107,Claudio Abbado
1011,1984-09-07,Belgium,Brussels,Vienna Philharmonic,Moz 504,Claudio Abbado
1012,1984-09-08,Great Britain,London,Vienna Philharmonic,Bru 107,Claudio Abbado
1012,1984-09-08,Great Britain,London,Vienna Philharmonic,Moz 504,Claudio Abbado
1013,1984-09-09,Great Britain,London,Vienna Philharmonic,Bee 60,Claudio Abbado
1013,1984-09-09,Great Britain,London,Vienna Philharmonic,Schb 944,Claudio Abbado
1014,1984-10-07,Czechoslovakia,Bratislava,Vienna Philharmonic,Mah 7,Lorin Maazel
1014,1984-10-07,Czechoslovakia,Bratislava,Vienna Philharmonic,Moz 201,Lorin Maazel
1015,1984-10-23,Germany,Hamburg,Vienna Philharmonic,Bern Div,Leonard Bernstein
1015,1984-10-23,Germany,Hamburg,Vienna Philharmonic,Bra 83,Leonard Bernstein
1015,1984-10-23,Germany,Hamburg,Vienna Philharmonic,Moz 385,Leonard Bernstein
1016,1984-10-24,GDR,East Berlin,Vienna Philharmonic,Bern Div,Leonard Bernstein
1016,1984-10-24,GDR,East Berlin,Vienna Philharmonic,Hay 105,Leonard Bernstein
1016,1984-10-24,GDR,East Berlin,Vienna Philharmonic,Schm 38,Leonard Bernstein
1017,1984-10-25,Germany,Berlin,Vienna Philharmonic,Bern Div,Leonard Bernstein
1017,1984-10-25,Germany,Berlin,Vienna Philharmonic,Bra 83,Leonard Bernstein
1017,1984-10-25,Germany,Berlin,Vienna Philharmonic,Moz 385,Leonard Bernstein
1018,1984-10-27,Germany,Düsseldorf,Vienna Philharmonic,Bern Div,Leonard Bernstein
1018,1984-10-27,Germany,Düsseldorf,Vienna Philharmonic,Bra 83,Leonard Bernstein
1018,1984-10-27,Germany,Düsseldorf,Vienna Philharmonic,Moz 385,Leonard Bernstein
1019,1984-10-28,Germany,Hannover,Vienna Philharmonic,Bern Div,Leonard Bernstein
1019,1984-10-28,Germany,Hannover,Vienna Philharmonic,Hay 105,Leonard Bernstein
1019,1984-10-28,Germany,Hannover,Vienna Philharmonic,Schm 38,Leonard Bernstein
1020,1984-10-30,Spain,Madrid,Vienna Philharmonic,Bern Div,Leonard Bernstein
1020,1984-10-30,Spain,Madrid,Vienna Philharmonic,Bra 83,Leonard Bernstein
1020,1984-10-30,Spain,Madrid,Vienna Philharmonic,Moz 385,Leonard Bernstein
1021,1984-10-31,Spain,Barcelona,Vienna Philharmonic,Bern Div,Leonard Bernstein
1021,1984-10-31,Spain,Barcelona,Vienna Philharmonic,Hay 105,Leonard Bernstein
1021,1984-10-31,Spain,Barcelona,Vienna Philharmonic,Schm 38,Leonard Bernstein
1022,1985-03-06,Germany,Munich,Vienna Philharmonic,Bee 67,Lorin Maazel
1022,1985-03-06,Germany,Munich,Vienna Philharmonic,Hay 95,Lorin Maazel
1022,1985-03-06,Germany,Munich,Vienna Philharmonic,Str 20,Lorin Maazel
1023,1985-03-08,France,Paris,Vienna Philharmonic,Bee 67,Lorin Maazel
1023,1985-03-08,France,Paris,Vienna Philharmonic,Hay 95,Lorin Maazel
1023,1985-03-08,France,Paris,Vienna Philharmonic,Str 20,Lorin Maazel
1024,1985-03-10,France,Bordeaux,Vienna Philharmonic,Bee 67,Lorin Maazel
1024,1985-03-10,France,Bordeaux,Vienna Philharmonic,Moz 201,Lorin Maazel
1024,1985-03-10,France,Bordeaux,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1025,1985-03-11,France,Bordeaux,Vienna Philharmonic,Bee 67,Lorin Maazel
1025,1985-03-11,France,Bordeaux,Vienna Philharmonic,Hay 95,Lorin Maazel
1025,1985-03-11,France,Bordeaux,Vienna Philharmonic,Str 20,Lorin Maazel
1026,1985-03-12,France,Strasbourg,Vienna Philharmonic,Bee 67,Lorin Maazel
1026,1985-03-12,France,Strasbourg,Vienna Philharmonic,Hay 95,Lorin Maazel
1026,1985-03-12,France,Strasbourg,Vienna Philharmonic,Str 20,Lorin Maazel
1027,1985-03-13,Germany,Mannheim,Vienna Philharmonic,Bee 67,Lorin Maazel
1027,1985-03-13,Germany,Mannheim,Vienna Philharmonic,Hay 95,Lorin Maazel
1027,1985-03-13,Germany,Mannheim,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1028,1985-03-15,Italy,Rome,Vienna Philharmonic,Bra 68,Lorin Maazel
1028,1985-03-15,Italy,Rome,Vienna Philharmonic,Moz 201,Lorin Maazel
1028,1985-03-15,Italy,Rome,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1029,1985-03-17,Italy,Rome,Vienna Philharmonic,Bee 67,Lorin Maazel
1029,1985-03-17,Italy,Rome,Vienna Philharmonic,Hay 95,Lorin Maazel
1029,1985-03-17,Italy,Rome,Vienna Philharmonic,Str 20,Lorin Maazel
1030,1985-03-19,Germany,Frankfurt,Vienna Philharmonic,Bee 67,Lorin Maazel
1030,1985-03-19,Germany,Frankfurt,Vienna Philharmonic,Hay 95,Lorin Maazel
1030,1985-03-19,Germany,Frankfurt,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1031,1985-03-20,Germany,Stuttgart,Vienna Philharmonic,Bee 67,Lorin Maazel
1031,1985-03-20,Germany,Stuttgart,Vienna Philharmonic,Hay 95,Lorin Maazel
1031,1985-03-20,Germany,Stuttgart,Vienna Philharmonic,Str 20,Lorin Maazel
1032,1985-03-21,Germany,Bonn,Vienna Philharmonic,Bra 68,Lorin Maazel
1032,1985-03-21,Germany,Bonn,Vienna Philharmonic,Moz 201,Lorin Maazel
1032,1985-03-21,Germany,Bonn,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1033,1985-03-23,Sweden,Gothenburg,Vienna Philharmonic,Bee 67,Lorin Maazel
1033,1985-03-23,Sweden,Gothenburg,Vienna Philharmonic,Hay 95,Lorin Maazel
1033,1985-03-23,Sweden,Gothenburg,Vienna Philharmonic,Str 20,Lorin Maazel
1034,1985-03-24,Sweden,Stockholm,Vienna Philharmonic,Bra 68,Lorin Maazel
1034,1985-03-24,Sweden,Stockholm,Vienna Philharmonic,Moz 201,Lorin Maazel
1034,1985-03-24,Sweden,Stockholm,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1035,1985-03-25,Finland,Helsinki,Vienna Philharmonic,Bee 67,Lorin Maazel
1035,1985-03-25,Finland,Helsinki,Vienna Philharmonic,Hay 95,Lorin Maazel
1035,1985-03-25,Finland,Helsinki,Vienna Philharmonic,Str 20,Lorin Maazel
1036,1985-03-26,Norway,Oslo,Vienna Philharmonic,Bra 68,Lorin Maazel
1036,1985-03-26,Norway,Oslo,Vienna Philharmonic,Moz 201,Lorin Maazel
1036,1985-03-26,Norway,Oslo,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1037,1985-03-28,Ireland,Dublin,Vienna Philharmonic,Bra 68,Lorin Maazel
1037,1985-03-28,Ireland,Dublin,Vienna Philharmonic,Moz 201,Lorin Maazel
1037,1985-03-28,Ireland,Dublin,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1038,1985-03-30,Great Britain,London,Vienna Philharmonic,Bra 68,Lorin Maazel
1038,1985-03-30,Great Britain,London,Vienna Philharmonic,Str 20,Lorin Maazel
1038,1985-03-30,Great Britain,London,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1039,1985-06-29,Vatican City,Vatican,Vienna Philharmonic,Moz 317,Herbert von Karajan
1040,1985-09-10,Switzerland,Lucerne,Vienna Philharmonic,Bee 67,Lorin Maazel
1040,1985-09-10,Switzerland,Lucerne,Vienna Philharmonic,Hay 92,Lorin Maazel
1040,1985-09-10,Switzerland,Lucerne,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1041,1985-09-11,Switzerland,Lucerne,Vienna Philharmonic,Bach 1067,Lorin Maazel
1041,1985-09-11,Switzerland,Lucerne,Vienna Philharmonic,Mah 1,Lorin Maazel
1041,1985-09-11,Switzerland,Lucerne,Vienna Philharmonic,Moz 620,Lorin Maazel
1042,1985-09-14,Brazil,Rio,Vienna Philharmonic,Bra 68,Lorin Maazel
1042,1985-09-14,Brazil,Rio,Vienna Philharmonic,Moz 550,Lorin Maazel
1042,1985-09-14,Brazil,Rio,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1043,1985-09-15,Brazil,São Paulo,Vienna Philharmonic,Bee 67,Lorin Maazel
1043,1985-09-15,Brazil,São Paulo,Vienna Philharmonic,Hay 92,Lorin Maazel
1043,1985-09-15,Brazil,São Paulo,Vienna Philharmonic,Str 20,Lorin Maazel
1044,1985-09-16,Brazil,São Paulo,Vienna Philharmonic,Mah 1,Lorin Maazel
1044,1985-09-16,Brazil,São Paulo,Vienna Philharmonic,Schb 759,Lorin Maazel
1045,1985-09-18,Argentina,Buenos Aires,Vienna Philharmonic,Bee 67,Lorin Maazel
1045,1985-09-18,Argentina,Buenos Aires,Vienna Philharmonic,Moz 550,Lorin Maazel
1045,1985-09-18,Argentina,Buenos Aires,Vienna Philharmonic,Str 20,Lorin Maazel
1046,1985-09-20,Argentina,Buenos Aires,Vienna Philharmonic,Bee 67,Lorin Maazel
1046,1985-09-20,Argentina,Buenos Aires,Vienna Philharmonic,Hay 92,Lorin Maazel
1046,1985-09-20,Argentina,Buenos Aires,Vienna Philharmonic,Str 20,Lorin Maazel
1047,1985-09-21,Argentina,Buenos Aires,Vienna Philharmonic,Bra 68,Lorin Maazel
1047,1985-09-21,Argentina,Buenos Aires,Vienna Philharmonic,Moz 550,Lorin Maazel
1047,1985-09-21,Argentina,Buenos Aires,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1048,1985-09-22,Argentina,Buenos Aires,Vienna Philharmonic,Mah 1,Lorin Maazel
1048,1985-09-22,Argentina,Buenos Aires,Vienna Philharmonic,Schb 759,Lorin Maazel
1049,1985-09-24,Venezuela,Caracas,Vienna Philharmonic,Bra 68,Lorin Maazel
1049,1985-09-24,Venezuela,Caracas,Vienna Philharmonic,Moz 550,Lorin Maazel
1049,1985-09-24,Venezuela,Caracas,Vienna Philharmonic,Straw Oiseau,Lorin Maazel
1050,1985-09-26,United States,New York,Vienna Philharmonic,Bee 67,Lorin Maazel
1050,1985-09-26,United States,New York,Vienna Philharmonic,Hay 92,Lorin Maazel
1050,1985-09-26,United States,New York,Vienna Philharmonic,Str 20,Lorin Maazel
1051,1985-09-27,United States,New York,Vienna Philharmonic,Mah 1,Lorin Maazel
1051,1985-09-27,United States,New York,Vienna Philharmonic,Schb 759,Lorin Maazel
